include,system,tin,entity_type,entity,npis_cigna,npis_aetna,note,business_names_in_payer_files,in_target_list,target_names,nppes_orgs,nppes_states,nppes_sample
?,NYU Langone,651173675,,WINTHROP SURGICAL ASSOCIATES PC,3,0,"name matches, ownership unverified",WINTHROP SURGICAL ASSOCIATES PC,0/4,,"WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR x1; WINTHROP SURGICAL ASSOCIATES, PC x1","NY3,RI1","WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR [Surgery, BETHPAGE NY] | CHU, GLORIA [Surgery, PATCHOGUE NY] | VITHIANANTHAN, SIVAMAINTHAN [Surgery, PROVIDENCE RI]"
?,NYU Langone,205682886,,WINTHROP CHILD NEUROLOGY ASSOCIATES PC,2,1,"name matches, ownership unverified",WINTHROP CHILD NEUROLOGY ASSOCIATES PC; WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY,0/3,,"WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORP x1; WINTHROP COMMUNITY MEDICAL AFFILIATES, P.C. x1",NY3,"WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORP [Psychiatry & Neurology, Neurol, BETHPAGE NY] | WINTHROP COMMUNITY MEDICAL AFFILIATES, P.C. [Psychiatry & Neurology, Neurol, MINEOLA NY] | MANGANARO, SUSAN [Psychiatry & Neurology, Sleep , STONY BROOK NY]"
?,NYU Langone,133781532,,NYU MC AGING CENTER ASSOC,2,0,"name matches, ownership unverified",NYU MC AGING CENTER ASSOC,0/5,,,"NY4,NJ1","HABIB, SALLY [Psychiatry & Neurology, Psychi, OLD WESTBURY NY] | ROSENTHAL, JANE [Psychiatry & Neurology, Psychi, NEW YORK NY] | ALADJEM, ASHER [Psychiatry & Neurology, Psychi, PATERSON NJ]"
?,NYU Langone,133903688,,NYU MEDICAL CENTER FACULTY PRACTICE,2,0,"name matches, ownership unverified",NYU MEDICAL CENTER FACULTY PRACTICE,0/6,,NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY x1,NY6,"NEW YORK UNIVERSITY MEDICAL CENTER FACULTY PRACTICE RADIOLOGY [Radiology, Diagnostic Radiolog, NEW YORK NY] | ERINJERI, JOSEPH [Radiology, Vascular & Interven, NEW YORK NY] | SHAPIRO, MAKSIM [, NEW YORK NY]"
?,NYU Langone,923301738,,LANGONE WELLNESS CONSULTING LLC,2,0,"name matches, ownership unverified",LANGONE WELLNESS CONSULTING LLC,0/2,,LANGONE WELLNESS CONSULTING LLC x1,NY2,"SCARANGELLO, NICOLE [Dietitian, Registered, STATEN ISLAND NY] | LANGONE WELLNESS CONSULTING LLC [Dietitian, Registered, STATEN ISLAND NY]"
?,NYU Langone,460617556,,WINTHROP HOSPITALIST ASSOCIATES PC,2,0,"name matches, ownership unverified",WINTHROP HOSPITALIST ASSOCIATES PC,0/2,,,"NY1,GA1","BUSCH, LORI [Internal Medicine, MINEOLA NY] | MCCULLOCH, NORMAN [Preventive Medicine, Undersea , WINDER GA]"
?,NYU Langone,853080331,,WINTHROP EYE CENTER,2,0,"name matches, ownership unverified",WINTHROP EYE CENTER,0/2,,,"1,MA1","(not in NPPES) [,  ] | GEROW, MELDA [Optometrist, WINTHROP MA]"
?,NYU Langone,133954915,,NEW YORK UNIVERSITY MEDICAL CENTER,1,1,"name matches, ownership unverified",NEW YORK UNIVERSITY MEDICAL CENTER; NYU TRANSPLANT ASSOCIATES,0/5,,NEW YORK UNIVERSITY MEDICAL CENTER x1,NY5,"FAHMY, AHMED [Transplant Surgery, NEW YORK NY] | TEPERMAN, LEWIS [Transplant Surgery, NEW YORK NY] | NEW YORK UNIVERSITY MEDICAL CENTER [Transplant Surgery, NEW YORK NY]"
?,NYU Langone,141882259,,WINTHROP ORTHOPAEDIC ASSOCIATES PC,1,0,"name matches, ownership unverified",WINTHROP ORTHOPAEDIC ASSOCIATES PC,0/13,,,"NY10,FL1,NJ1","WILSON, ADAM [Surgery, Surgery of the Hand, GARDEN CITY NY] | GOULD, JASON [Orthopaedic Surgery, Orthopaed, BOCA RATON FL] | DING, BRYAN [Orthopaedic Surgery, Foot and , NEW HYDE PARK NY]"
?,NYU Langone,454122895,,WINTHROP INFECTIOUS DISEASE ASC PC,1,0,"name matches, ownership unverified",WINTHROP INFECTIOUS DISEASE ASC PC,0/1,,,NY1,"POLSKY, BRUCE [Internal Medicine, Infectious , NEW YORK NY]"
?,NYU Langone,113018561,,WINTHROP GASTROENTEROLOGY PC,1,0,"name matches, ownership unverified",WINTHROP GASTROENTEROLOGY PC,0/1,,,AZ1,"PITEA, TEODOR [Internal Medicine, SUN CITY WEST AZ]"
?,NYU Langone,455398689,,WINTHROP NEUROSCIENCE ASSOCIATES,0,2,"name matches, ownership unverified",WINTHROP NEUROSCIENCE ASSOCIATES,0/8,,WINTHROP NEURO-SCIENCE MEDICAL PC x1; WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR x1,"NY6,CA1,PA1","WINTHROP NEURO-SCIENCE MEDICAL PC [Psychiatry & Neurology, Neurol, MINEOLA NY] | JACHNIEWICZ, BARBARA [Registered Nurse, Medical-Surg, SACRAMENTO CA] | MICHEL, KATHLEEN [Nurse Practitioner, Family, MINEOLA NY]"
?,NYU Langone,113396770,,NYU LANGONE AMBULATORY CARE REGO PARK,0,2,"name matches, ownership unverified",NYU LANGONE AMBULATORY CARE REGO PARK,0/6,,NEW YORK UNIVERSITY x2,"NY5,FL1","NEW YORK UNIVERSITY [Anesthesiology, BOYNTON BEACH FL] | PETCHPRAPA, CATHERINE [Radiology, Diagnostic Radiolog, NEW YORK NY] | RAFII, MAHVASH [Radiology, Diagnostic Radiolog, LINDENHURST NY]"
?,NYU Langone,112707087,,WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY,0,2,"name matches, ownership unverified",WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY,0/3,,"WINTHROP COMMUNITY MEDICAL AFFILIATES, P.C. x1; WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORP x1",NY3,"WINTHROP COMMUNITY MEDICAL AFFILIATES, P.C. [Obstetrics & Gynecology, Mater, MINEOLA NY] | WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORP [Obstetrics & Gynecology, Urogy, BETHPAGE NY] | HAM, LARRY [Obstetrics & Gynecology, ROCKVILLE CENTRE NY]"
?,NYU Langone,112378848,,WINTHROP PED NEURO ASSOC,0,1,"name matches, ownership unverified",WINTHROP PED NEURO ASSOC,0/1,,,1,"(not in NPPES) [,  ]"
?,NYU Langone,260448673,,WINTHROP HYPERBARIC WOUND CARE,0,1,"name matches, ownership unverified",WINTHROP HYPERBARIC WOUND CARE,0/8,,"WINTHROP HYPERBARIC & WOUND CARE SERVICES, P.C x1","NY6,CA1,CT1","WINTHROP HYPERBARIC & WOUND CARE SERVICES, P.C [Emergency Medicine, Undersea a, MINEOLA NY] | GORENSTEIN, SCOTT [Emergency Medicine, MINEOLA NY] | AXLINE, IAN [Physician Assistant, UNIONDALE NY]"
?,NYU Langone,134000632,,NYU WOMEN'S HEALTH,0,1,"name matches, ownership unverified",NYU WOMEN'S HEALTH,1/1,NEW YORK UNIVERSITY x1,NEW YORK UNIVERSITY x1,FL1,"NEW YORK UNIVERSITY [Internal Medicine, Rheumatolog, BOYNTON BEACH FL]"
?,NYU Langone,133683168,,NYU CARDIAC REHAB ASSOC.,0,1,"name matches, ownership unverified",NYU CARDIAC REHAB ASSOC.,0/3,,NEW YORK UNIVERSITY MEDICAL CENTER x1,NY3,"NEW YORK UNIVERSITY MEDICAL CENTER [Internal Medicine, Cardiovascu, NEW YORK NY] | KATZ, EDWARD [Internal Medicine, Cardiovascu, NEW YORK NY] | WHITESON, JONATHAN [Physical Medicine & Rehabilita, NEW YORK NY]"
?,NYU Langone,133644814,,NYU NEONATOLOGY ASSOCIATES,0,1,"name matches, ownership unverified",NYU NEONATOLOGY ASSOCIATES,0/5,,,"NY4,1","(not in NPPES) [,  ] | BAILEY, SEAN [Pediatrics, NEW YORK NY] | WACHTEL, ELENA [Pediatrics, Neonatal-Perinatal, NEW YORK NY]"
?,NYU Langone,133644812,,NYU PEDIATRIC CARDIO,0,1,"name matches, ownership unverified",NYU PEDIATRIC CARDIO,0/7,,NYUMC PEDIATRIC CARDIOLOGY x1,NY7,"NYUMC PEDIATRIC CARDIOLOGY [Pediatrics, Pediatric Cardiolo, NEW YORK NY] | GIUSTI, ROBERT [Pediatrics, Pediatric Pulmonol, NEW YORK NY] | RAFII, DANIELA [Pediatrics, BROOKLYN NY]"
?,NYU Langone,112239841,,WINTHROP PAIN MANAGEMENT CTR,0,1,"name matches, ownership unverified",WINTHROP PAIN MANAGEMENT CTR,0/197,,WINTHROP PAIN MANAGEMENT x1,"NY9,MA1,NJ1","MILLER, LINDSY [Anesthesiology, MINEOLA NY] | MARGOLNICK, STEPHEN [Nurse Anesthetist, Certified R, MANHASSET NY] | KUNDRA, AMITA [Anesthesiology, WOODBURY NY]"
?,NYP,882703979,,COLUMBIA NEW YORK- PRESBYTERIAN ADVANCED IMAGING INC,38,0,"name matches, ownership unverified",COLUMBIA NEW YORK- PRESBYTERIAN ADVANCED IMAGING INC,0/41,,,"NY9,PA1,NJ1","REIS, STEPHEN [Radiology, Diagnostic Radiolog, NEW YORK NY] | AHMAD, NOOR [Radiology, Vascular & Interven, PHILADELPHIA PA] | HIRSCHL, DAVID [Radiology, Vascular & Interven, BRONX NY]"
?,NYP,133908644,,COLUMBIA PRESBYTERIAN EASTSIDE RADIOLOGY GROUP,0,1,"name matches, ownership unverified",COLUMBIA PRESBYTERIAN EASTSIDE RADIOLOGY GROUP,0/1,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK x1,NY1,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK [Radiology, Diagnostic Radiolog, NEW YORK NY]"
?,NYP,133908649,,COLUMBIA PRESBYTERIAN PATHOLOGISTS,0,1,"name matches, ownership unverified",COLUMBIA PRESBYTERIAN PATHOLOGISTS,0/2,,COLUMBIA PRESBYTERIAN PATHOLOGISTS x1,NY2,"TISCORNIA-WASSERMAN, PATRICIA [Pathology, Cytopathology, NY NY] | COLUMBIA PRESBYTERIAN PATHOLOGISTS [Pathology, Blood Banking & Tra, NEW YORK NY]"
?,NYP,133908643,,COLUMBIA PRESBYTERIAN VASCULAR & INTERVENTIONAL,0,1,"name matches, ownership unverified",COLUMBIA PRESBYTERIAN VASCULAR & INTERVENTIONAL,0/1,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK x1,NY1,"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK [Radiology, Vascular & Interven, NEW YORK NY]"
?,NYP,160874414,,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC.,0,1,"name matches, ownership unverified",PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC.,0/1,,PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC x1,NY1,"PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC [Skilled Nursing Facility, NEW HARTFORD NY]"
?,WMC,412055655,,WMC CLINIC,3,0,"name matches, ownership unverified",WMC CLINIC,0/3,,,"1,WY1,ND1","(not in NPPES) [,  ] | NOTON, DIANE [Family Medicine, WORLAND WY] | JESSEN, JAMEY [Family Medicine, FARGO ND]"
?,WMC,463975914,,WESTCHESTER MEDICAL WELLNESS PLLC,2,0,"name matches, ownership unverified",WESTCHESTER MEDICAL WELLNESS PLLC,1/3,WESTCHESTER MEDICAL WELLNESS x1,WESTCHESTER MEDICAL WELLNESS x1,"NY2,NJ1","WESTCHESTER MEDICAL WELLNESS [Family Medicine, Bariatric Med, EASTCHESTER NY] | PETRE, LUIZA [Internal Medicine, Cardiovascu, NEW YORK NY] | INZEO, DANA [Nurse Practitioner, Adult Heal, WHIPPANY NJ]"
?,WMC,832297763,,LOWER WESTCHESTER MEDICAL ASSOCIATES PC,2,0,"name matches, ownership unverified",LOWER WESTCHESTER MEDICAL ASSOCIATES PC,0/4,,"LOWER WESTCHESTER MEDICAL ASSOCIATES, P.C. x1",NY4,"SHAHID, ASIM [Internal Medicine, MOUNT VERNON NY] | SHAHID, NADEEM [Family Medicine, MOUNT VERNON NY] | LOWER WESTCHESTER MEDICAL ASSOCIATES, P.C. [Clinic/Center, Primary Care, MOUNT VERNON NY]"
?,WMC,452623089,,ADVANCED SOUTHERN WESTCHESTER MEDICAL PC,2,0,"name matches, ownership unverified",ADVANCED SOUTHERN WESTCHESTER MEDICAL PC,0/2,,"ADVANCED SOUTHERN WESTCHESTER MEDICAL, PC x1",NY2,"EL-MASRY, SHERIF [Urology, YONKERS NY] | ADVANCED SOUTHERN WESTCHESTER MEDICAL, PC [Specialist, YONKERS NY]"
?,WMC,852697229,,SOUTHERN WESTCHESTER MEDICAL PC,1,0,"name matches, ownership unverified",SOUTHERN WESTCHESTER MEDICAL PC,0/1,,,NY1,"NSHIEWAT, JOSEPH [Internal Medicine, YONKERS NY]"
?,WMC,421594137,,WESTCHESTER MEDICAL CENTER INC,1,0,"name matches, ownership unverified",WESTCHESTER MEDICAL CENTER INC,0/1,,,FL1,"HERNANDEZ, ALEIDA [General Practice, DORAL FL]"
?,WMC,133602570,,BRONX WESTCHESTER MEDICAL GROUP PC,0,1,"name matches, ownership unverified",BRONX WESTCHESTER MEDICAL GROUP PC,0/3,,BRONX WESTCHESTER MEDICAL GROUP x1,NY3,"HALBERSTAM, MEYER [Internal Medicine, Endocrinolo, BRONX NY] | BRONX WESTCHESTER MEDICAL GROUP [Specialist, BRONX NY] | CALDERON, ROBERTO [Internal Medicine, NEW ROCHELLE NY]"
?,WMC,465522536,,WESTCHESTER MEDICAL REGIONAL PHYICIAN SERVICES,0,1,"name matches, ownership unverified",WESTCHESTER MEDICAL REGIONAL PHYICIAN SERVICES,1/58,"WESTCHESTER MEDICAL REGIONAL PHYSICIAN SERVICES, PC x1",,"NY10,CT1,VA1","BALKIR, LEVENT [Hospitalist, MOUNT KISCO NY] | FULTON, JOSEPH [, POUGHKEEPSIE NY] | WALKER, SHANNON [Registered Nurse, POUGHKEEPSIE NY]"
?,WMC,202870950,,THE URGENT CARE CENTER AT WESTCHESTER MEDICAL,0,1,"name matches, ownership unverified",THE URGENT CARE CENTER AT WESTCHESTER MEDICAL,0/10,,WESTCHESTER URGENT CARE PLLC x1,"NY7,1","(not in NPPES) [,  ] | STEVENS, PETER [Family Medicine, WHITE PLAINS NY] | CAWLEY, JAMES [Nurse Practitioner, WHITE PLAINS NY]"
?,WMC,132707945,,WESTCHESTER MEDICAL & DENTAL,0,1,"name matches, ownership unverified",WESTCHESTER MEDICAL & DENTAL,0/397,,,"NY10,1,NJ1","(not in NPPES) [,  ] | SPIEKHOUT, ANDREA [Family Medicine, BRONX NY] | SHAH, NEIL [Orthopaedic Surgery, BRONX NY]"
?,White Plains,131624211,,WHITE PLAINS HOSPITAL HOME HEALTH AGENCY,0,1,"name matches, ownership unverified",WHITE PLAINS HOSPITAL HOME HEALTH AGENCY,0/2,,VISITING NURSE SERVICE OF NEW YORK HOME CARE II x1,"1,NY1","(not in NPPES) [,  ] | VISITING NURSE SERVICE OF NEW YORK HOME CARE II [Home Health, NEW YORK NY]"
?,Northwell,133425028,,LENOX HILL RADIOLOGY AND MEDICAL IMAGING,84,1,"name matches, ownership unverified",LENOX HILL RADIOLOGY AND MEDICAL IMAGING; LENOX HILL RADIOLOGY AND MEDICAL IMAGING ASSOCIATE,0/113,,,"NY11,DE1","MORTON, EVAN [Radiology, Diagnostic Radiolog, PURCHASE NY] | BOLTIN, CAROLYN [Radiology, Diagnostic Radiolog, NEW YORK NY] | SEGAL, SUZANNE [Radiology, Diagnostic Radiolog, WOODMERE NY]"
?,Northwell,113265111,,PECONIC BAY PRIMARY MED CARE PC,80,1,"name matches, ownership unverified","PECONIC BAY PRIMARY MED CARE PC; PECONIC BAY PRIMARY MED CARE, P.C.",0/107,,,NY12,"ROSS, KAITLYN [Physician Assistant, SAYVILLE NY] | STOEBE, DANIELLE [Physician Assistant, Medical, RIVERHEAD NY] | NAPOLITANO, BLAISE [Family Medicine, RIVERHEAD NY]"
?,Northwell,133978108,,LENOX HILL ANESTHESIOLOGY PLLC,62,1,"name matches, ownership unverified",LENOX HILL ANESTHESIOLOGY PLLC; LENOX HILL MED ANES,0/79,,,NY12,"STERN, STEVEN [Anesthesiology, MASSAPEQUA PARK NY] | KIM, JANE [Anesthesiology, BROOKLYN NY] | LALLEMAND, ROGER [Anesthesiology, NEW YORK NY]"
?,Northwell,113368503,,HUNTINGTON HOSPITAL DOLAN,52,0,"name matches, ownership unverified",HUNTINGTON HOSPITAL DOLAN,0/54,,,"NY11,CA1","AHUJA, TARANJEET [Pediatrics, HUNTINGTON STATION NY] | DELROSARIO, LUCELLE [Obstetrics & Gynecology, HUNTINGTON NY] | AMINY, HABIB [Family Medicine, BINGHAMTON NY]"
?,Northwell,274384249,,NORTH SHORE UNIVERSITY HSP INDEPENDENCE,48,0,"name matches, ownership unverified",NORTH SHORE UNIVERSITY HSP INDEPENDENCE,0/59,,,"NY10,GA1,TN1","CLARKE, RANDI [Nurse Practitioner, Adult Heal, WOODBURY NY] | GALAN, JANA [Family Medicine, OYSTER BAY NY] | KIM, JINA [Nurse Practitioner, Family, MANHASSET NY]"
?,Northwell,274384049,,NORTH SHORE-LIJ MED GRP AT HUNTINGTON PC,48,0,"name matches, ownership unverified",NORTH SHORE-LIJ MED GRP AT HUNTINGTON PC,0/56,,NORTH SHORE-LIJ MEDICAL GROUP AT HUNTINGTON PC x1,"NY8,MI1","LI, XIN [Surgery, FOREST HILLS NY] | RAHMANI, OMID [, NEW HYDE PARK NY] | RODINO, WILLIAM [, STATEN ISLAND NY]"
?,Northwell,274384146,,NORTH SHORE-LIJ MED GRP AT NRTH NASSAU,45,0,"name matches, ownership unverified",NORTH SHORE-LIJ MED GRP AT NRTH NASSAU,0/56,,,NY12,"OLIVIERI, KAREN [Physician Assistant, NORTHPORT NY] | HAIGHT, JOHN [Podiatrist, VALLEY STREAM NY] | CHEN, YAXI [Pediatrics, ASTORIA NY]"
?,Northwell,850656357,,LENOX HILL FACULTY MEDICAL AFFILIATES UNIVERSITY,20,0,"name matches, ownership unverified",LENOX HILL FACULTY MEDICAL AFFILIATES UNIVERSITY,0/22,,,NY12,"CLEEMAN, EDMOND [Orthopaedic Surgery, NEW YORK NY] | BRETTHOLZ, EDWARD [Internal Medicine, Gastroenter, NEW YORK NY] | KEABLE, CATHERINE [Physician Assistant, NEW YORK NY]"
?,Northwell,465746956,,NORTH SHORE-LIJ PEDIATRICS OF SUFFOLK CO,18,1,"name matches, ownership unverified","NORTH SHORE-LIJ PEDIATRICS OF SUFFOLK CO; NORTH SHORE-LIJ PEDIATRICS OF SUFFOLK COUNTY, PC",0/22,,"NORTH SHORE - LIJ PEDIATRICS OF SUFFOLK COUNTY, P.C. x1",NY8,"CLEMENTI, MARIA [Nurse Practitioner, Pediatrics, HUNTINGTON NY] | BENNETT, LAURA [Pediatrics, ISLANDIA NY] | BRANCA, ELISE [Pediatrics, ISLANDIA NY]"
?,Northwell,461382916,,NORTH SHORE LIJ OB GYN PC,17,0,"name matches, ownership unverified",NORTH SHORE LIJ OB GYN PC,0/17,,,"NY10,RI1,NJ1","LINDSAY, ALTHEA [Obstetrics & Gynecology, WARWICK RI] | CRIHFIELD, ERIC [Obstetrics & Gynecology, ISLANDIA NY] | SCHILIRO, ASHLEY [Obstetrics & Gynecology, MINEOLA NY]"
?,Northwell,462886776,,NORTH SHORE LIJ OBGYN GARDEN CITY,12,0,"name matches, ownership unverified",NORTH SHORE LIJ OBGYN GARDEN CITY,0/12,,,"NY11,NH1","PAOLILLI, JOANNA [Obstetrics & Gynecology, MERRIMACK NH] | ROSENBERG, GARY [Obstetrics & Gynecology, GARDEN CITY NY] | WANG, SOPHIA [Student in an Organized Health, GARDEN CITY NY]"
?,Northwell,275078531,,NORTH SHORE LIJ,9,1,"name matches, ownership unverified",NORTH SHORE LIJ; NORTH SHORE-LIJ MEDICAL GROUP LONG ISLAND,0/12,,NORTH SHORE - LIJ CARDIOLOGY AT DEER PARK PC x1,NY11,"LAWRENCE, JEFFREY [Physician Assistant, Medical, COMMACK NY] | KUPERSMITH, ADAM [Internal Medicine, Cardiovascu, DEER PARK NY] | RODRIGUEZ, DANIEL [Internal Medicine, Cardiovascu, BROOKLYN NY]"
?,Northwell,133644370,,LENOX HILL PATH ASSOC,9,1,"name matches, ownership unverified",LENOX HILL PATH ASSOC; LENOX HILL PATHOLOGY P C,0/9,,"LENOX HILL PATHOLOGY, PC x1","NY6,NJ1,CA1","UNGER, PAMELA [Pathology, Anatomic Pathology , NEW YORK NY] | KATAVA, GORDANA [Pathology, Anatomic Pathology , BERKELEY HEIGHTS NJ] | ANDERSON, TODD [Student in an Organized Health, NEW YORK NY]"
?,Northwell,464036505,,HUNTINGTON HOSPITALIST GROUP INC,9,0,"name matches, ownership unverified",HUNTINGTON HOSPITALIST GROUP INC,0/9,,HUNTINGTON HOSPITALIST GROUP INC x2,"WV7,LA1","HUNTINGTON HOSPITALIST GROUP INC [Clinic/Center, Mental Health (, HUNTINGTON WV] | TATE-KEYSER, LISA [Psychologist, SOUTH CHARLESTON WV] | ARORA, ROBIN [Internal Medicine, Nephrology, HUNTINGTON WV]"
?,Northwell,462822879,,NORTH SHORE-LIJ INTERNAL MEDICINE AT NEW HYDE PARK,8,1,"name matches, ownership unverified",NORTH SHORE-LIJ INTERNAL MEDICINE AT NEW HYDE PARK; NORTHSHORE LIJ INTERNAL MED,0/9,,NORTH SHORE LIJ INTERNAL MEDICINE AT NEW HYDE PARK PC x1,NY9,"DAGLIAN, DENA [Internal Medicine, NEW HYDE PARK NY] | HUBERFELD, SEYMOUR [Internal Medicine, Pulmonary D, NEW HYDE PARK NY] | KREMEN, JOAN [Nurse Practitioner, Adult Heal, NEW HYDE PARK NY]"
?,Northwell,463475908,,NORTH SHORE - LIJ INTERNAL MEDICINE AT LYNBROOK,5,1,"name matches, ownership unverified",NORTH SHORE - LIJ INTERNAL MEDICINE AT LYNBROOK; NORTH SHORE-LIJ IM AT LYNBROOK PC,0/8,,NORTH SHORE - LIJ INTERNAL MEDICINE AT LYNBROOK PC x1,NY8,"WEINSTEIN, JAY [Internal Medicine, NEW YORK NY] | EPSTEIN, NATHANIEL [Internal Medicine, LYNBROOK NY] | ALPERT, BARBARA [Internal Medicine, MOUNT KISCO NY]"
?,Northwell,201443100,,LENOX HILL MEDICAL ASSOCIATES PLLC,5,0,"name matches, ownership unverified",LENOX HILL MEDICAL ASSOCIATES PLLC,0/5,,,NY5,"NG, JOHN PAUL [, NEW YORK NY] | STOCK, RICHARD [, NEW YORK NY] | SADARANGANI, GURMUKH [, HARTSDALE NY]"
?,Northwell,271394353,,LENOX HILL TMS PSYCHIATR,4,1,"name matches, ownership unverified",LENOX HILL TMS PSYCHIATR; LENOX HILL TMS PSYCHIATRI ASS,0/7,,LENOX HILL TMS PSYCHIATRIC ASSOCIATES PLLC x1,"NY6,NJ1","ESTRADA, ROBERTO [, NEW YORK NY] | LENOX HILL TMS PSYCHIATRIC ASSOCIATES PLLC [Psychiatry & Neurology, Psychi, NEW YORK NY] | OMIDVARI, MOHAMMADMEHDI [Psychiatry & Neurology, Psychi, BROOKLYN NY]"
?,Northwell,474991705,,NORTH SHORE UNIV HSP INDEPENDENCE AT HOM,4,0,"name matches, ownership unverified",NORTH SHORE UNIV HSP INDEPENDENCE AT HOM,0/4,,,"NY3,TN1","HALSTEAD, LISA [Social Worker, Clinical, CAMBRIA HEIGHTS NY] | WALSH, ANNE [Nurse Practitioner, Adult Heal, NEW HYDE PARK NY] | SULLIVAN, ERINMARIE [Internal Medicine, NEW YORK NY]"
?,Northwell,471758444,,NORTH SHORE LIJ URGENT CARE PC,3,1,"name matches, ownership unverified",NORTH SHORE LIJ URGENT CARE PC,0/6,,"NORTH SHORE LIJ MEDICAL GROUP URGENT MEDICAL CARE, P.C x1; NORTH SHORE LIJ, URGENT CARE, P.C. x1",NY6,"NORTH SHORE LIJ MEDICAL GROUP URGENT MEDICAL CARE, P.C [Clinic/Center, Urgent Care, GREAT NECK NY] | CONTARINO, ANA [Physician Assistant, STATEN ISLAND NY] | SANCHEZ, DARLENE [Nurse Practitioner, Family, MERRICK NY]"
?,Northwell,133385163,,LENOX HILL CARDIOLOGY ASSOCIATES,2,0,"name matches, ownership unverified",LENOX HILL CARDIOLOGY ASSOCIATES,0/2,,,"NY1,NJ1","DEPASQUALE, EUGENE [Internal Medicine, Cardiovascu, NEW YORK NY] | KUTNICK, RICHARD [Internal Medicine, Cardiovascu, FAIR LAWN NJ]"
?,Northwell,821989290,,LENOX HILL SURGEONS LLP,2,0,"name matches, ownership unverified",LENOX HILL SURGEONS LLP,0/2,,,NY2,"GRINBERG, ROMAN [Surgery, NEW YORK NY] | DRONSKY, VALERY [Surgery, NEW YORK NY]"
?,Northwell,274384326,,NORTH SHORE LIJ PHYSICIAN,2,0,"name matches, ownership unverified",NORTH SHORE LIJ PHYSICIAN,0/3,,,NY3,"KHASANOV, RENAT [Nurse Practitioner, Psych/Ment, GLEN OAKS NY] | CHANG, JERRY [Psychiatry & Neurology, Psychi, ELMHURST NY] | PACHILAKIS, ROSANNE [Psychologist, Clinical, GLEN COVE NY]"
?,Northwell,237007485,,NORTH SHORE UNIVERSITY HOSPITAL CENTER FOR,1,1,"name matches, ownership unverified",NORTH SHORE UNIVERSITY HOSPITAL CENTER FOR; NORTH SHORE-LIJ STERN FAMILY CENTER FOR,1/1,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION x1,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION x1,NY1,"NORTHWELL HEALTH STERN FAMILY CENTER FOR REHABILITATION [Skilled Nursing Facility, MANHASSET NY]"
?,Northwell,812875653,,LENOX HILL PAIN MANAGEMENT AND SPINE,1,1,"name matches, ownership unverified","LENOX HILL PAIN MANAGEMENT AND SPINE; LENOX HILL PAIN MANAGEMENT AND SPINE, PLLC",0/2,,LENOX HILL PAIN MANAGEMENT AND SPINE PLLC x1,NY2,"LENOX HILL PAIN MANAGEMENT AND SPINE PLLC [Physical Medicine & Rehabilita, NEW YORK NY] | DADUSH, ARIE [Family Medicine, Sports Medici, NEW YORK NY]"
?,Northwell,923311309,,MEDICAL SERVICES OF LENOX HILL PC,1,1,"name matches, ownership unverified","MEDICAL SERVICES OF LENOX HILL PC; MEDICAL SERVICES OF LENOX HILL, P.C.",0/2,,"MEDICAL SERVICES OF LENOX HILL, PC x1",NY2,"KEABLE, CATHERINE [Physician Assistant, NEW YORK NY] | MEDICAL SERVICES OF LENOX HILL, PC [Orthopaedic Surgery, NEW YORK NY]"
?,Northwell,275078246,,NORTH SHORE LIJ URGENT CARE PC,1,1,"name matches, ownership unverified",NORTH SHORE LIJ URGENT CARE PC; NORTH SHORE-LIJ MEDICAL GROUP URGENT MED,0/2,,"NORTH SHORE LIJ, URGENT CARE, P.C. x1",NY2,"NORTH SHORE LIJ, URGENT CARE, P.C. [Clinic/Center, Urgent Care, ROCKVILLE CENTRE NY] | PARK, STEVE [Emergency Medicine, BETHPAGE NY]"
